artifact_id,source_path,filename,repository_or_worktree,branch,commit_sha,date,configuration_or_revision,relevance,status,sha256,size_bytes,notes
LA-035,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-25\stingray-i5-s-df8-final-commercial-module\STINGRAY_I5S_DF8_COMMERCIAL_MODULE_NONPASS.zip,STINGRAY_I5S_DF8_COMMERCIAL_MODULE_NONPASS.zip,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-25\stingray-i5-s-df8-final-commercial-module,design/df8-final-commercial-module-closure,f8c38b16eb3ed80a9180254f9ee8ddad5a40f3da,2026-08-25T09:23:13-05:00,FIXED_480_COMMERCIAL_AUTOMATIC_MODULE_CLOSURE,Commercial-module evidence ZIP,HISTORICAL,bf5895723678873c872c1bd8c10a8217205358328356f1f703a8d2cc8f83db2e,25830,Terminal fixed-480 internal/commercial-module non-pass; no CAD branch output authorized.
LA-036,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-staged-inflation\STINGRAY_I5S_DF8_FINAL_STAGED_INFLATION_INSPECTION.zip,STINGRAY_I5S_DF8_FINAL_STAGED_INFLATION_INSPECTION.zip,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-staged-inflation,design/df8-final-staged-inflation-convergence,dce7a53643a35d80f5cd6f63f09852ab565a4165,2026-08-25T08:31:44-05:00,FIXED_480_STAGED_INFLATION_PATH_B,Staged-inflation inspection package,HISTORICAL,05090fd14825914a8ab9d0237196332e00cae2e91db923f01f0d38faa5e9b21a,10336808,Thermodynamic inventory passed; no installed branch passed all application/package gates.
LA-037,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-staged-inflation\FINAL_STAGED_INFLATION_CONVERGENCE_REPORT.md,FINAL_STAGED_INFLATION_CONVERGENCE_REPORT.md,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-staged-inflation,design/df8-final-staged-inflation-convergence,dce7a53643a35d80f5cd6f63f09852ab565a4165,2026-08-25T08:31:44-05:00,FIXED_480_STAGED_INFLATION_PATH_B,Staged-inflation convergence report,HISTORICAL,ddef6c21db3177756ff77924452b77d92fc3bde34b1bb584b119f0c43bb2c32c,5091,Thermodynamic inventory passed; no installed branch passed all application/package gates.
LA-038,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-staged-inflation\FINAL_VALIDATION_SUMMARY.md,FINAL_VALIDATION_SUMMARY.md,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-staged-inflation,design/df8-final-staged-inflation-convergence,dce7a53643a35d80f5cd6f63f09852ab565a4165,2026-08-25T08:31:44-05:00,FIXED_480_STAGED_INFLATION_PATH_B,Staged-inflation validation status,HISTORICAL,40bf2bc410c1c73d62e4fce2ac5f033ac90d70aa1e7def8691d3bbd5ae5b0c79,2419,Thermodynamic inventory passed; no installed branch passed all application/package gates.
LA-039,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-staged-inflation\FINAL_VALIDATION_SUMMARY.json,FINAL_VALIDATION_SUMMARY.json,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-staged-inflation,design/df8-final-staged-inflation-convergence,dce7a53643a35d80f5cd6f63f09852ab565a4165,2026-08-25T08:31:44-05:00,FIXED_480_STAGED_INFLATION_PATH_B,Machine-readable staged status,HISTORICAL,2bc7d2658bd9264b7d2fcc6d95965e52eff5a3275aaa87d5c8fad430f1073723,4842,Thermodynamic inventory passed; no installed branch passed all application/package gates.
LA-040,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-staged-inflation\STAGED_BUOYANCY_CALCULATION.csv,STAGED_BUOYANCY_CALCULATION.csv,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-staged-inflation,design/df8-final-staged-inflation-convergence,dce7a53643a35d80f5cd6f63f09852ab565a4165,2026-08-25T08:31:44-05:00,FIXED_480_STAGED_INFLATION_PATH_B,Depth/cold/time buoyancy calculation,HISTORICAL,bbbeb802911fa6d6c22c62b13e948310f2d0035ffbd64a59695836ce5d887870,10710,Thermodynamic inventory passed; no installed branch passed all application/package gates.
LA-041,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-staged-inflation\STAGED_INFLATION_TOPOLOGY_LAYOUT_SCREEN.md,STAGED_INFLATION_TOPOLOGY_LAYOUT_SCREEN.md,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-staged-inflation,design/df8-final-staged-inflation-convergence,dce7a53643a35d80f5cd6f63f09852ab565a4165,2026-08-25T08:31:44-05:00,FIXED_480_STAGED_INFLATION_PATH_B,Installed topology/package screen,HISTORICAL,c022a79576ec934e27c89304f7a28c8feae96d26b2ed5d25e1fd539b7ad26395,5990,Thermodynamic inventory passed; no installed branch passed all application/package gates.
LA-042,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-staged-inflation\FINAL_COTS_ACCOUNTING.csv,FINAL_COTS_ACCOUNTING.csv,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-staged-inflation,design/df8-final-staged-inflation-convergence,dce7a53643a35d80f5cd6f63f09852ab565a4165,2026-08-25T08:31:44-05:00,FIXED_480_STAGED_INFLATION_PATH_B,Staged branch COTS accounting,HISTORICAL,3bfc4af3ec1684387074ac911b76b654b2eb13304e00746f59776183e88ea16a,1158,Thermodynamic inventory passed; no installed branch passed all application/package gates.
LA-043,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-staged-inflation\VENDOR_PROXY_REGISTER.csv,VENDOR_PROXY_REGISTER.csv,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-staged-inflation,design/df8-final-staged-inflation-convergence,dce7a53643a35d80f5cd6f63f09852ab565a4165,2026-08-25T08:31:44-05:00,FIXED_480_STAGED_INFLATION_PATH_B,Staged branch vendor/proxy register,HISTORICAL,bf77948bd8880ebc24ba863a5eaf98fbaa6853b44fab19ef6a24405ce983e484,2534,Thermodynamic inventory passed; no installed branch passed all application/package gates.
LA-044,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-distributed\STINGRAY_I5S_DF8_FINAL_DISTRIBUTED_COTS_INSPECTION.zip,STINGRAY_I5S_DF8_FINAL_DISTRIBUTED_COTS_INSPECTION.zip,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-distributed,design/df8-final-distributed-pressure-convergence,7f5d06fdb83dc879b2b98094c1e498c5c9e6ff23,2026-08-25T07:14:09-05:00,FIXED_480_DISTRIBUTED_PRESSURE_PATH_B,Distributed-pressure evidence ZIP,HISTORICAL,bb0b7b7793877640b4a03824b9af380cace7a564c841878b27be4d23bbd4f8ce,19338,Measured architecture non-pass; downstream fields remain not run/calculable.
LA-045,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-distributed\FINAL_DISTRIBUTED_CONVERGENCE_REPORT.md,FINAL_DISTRIBUTED_CONVERGENCE_REPORT.md,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-distributed,design/df8-final-distributed-pressure-convergence,7f5d06fdb83dc879b2b98094c1e498c5c9e6ff23,2026-08-25T07:14:09-05:00,FIXED_480_DISTRIBUTED_PRESSURE_PATH_B,Distributed-pressure convergence report,HISTORICAL,232d6611dd8c57b21005da703b952da77ec7e53ae76164aedd13bbe5061ecd13,2844,Measured architecture non-pass; downstream fields remain not run/calculable.
LA-046,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-distributed\FINAL_VALIDATION_SUMMARY.md,FINAL_VALIDATION_SUMMARY.md,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-distributed,design/df8-final-distributed-pressure-convergence,7f5d06fdb83dc879b2b98094c1e498c5c9e6ff23,2026-08-25T07:14:09-05:00,FIXED_480_DISTRIBUTED_PRESSURE_PATH_B,Distributed-pressure validation status,HISTORICAL,79c7421656e54f7f8595f0cd6cb6dcc277180617e8e39b9cd292d647a62a0ca2,1310,Measured architecture non-pass; downstream fields remain not run/calculable.
LA-047,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-distributed\FINAL_PRESSURE_PATH_REGISTER.csv,FINAL_PRESSURE_PATH_REGISTER.csv,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-distributed,design/df8-final-distributed-pressure-convergence,7f5d06fdb83dc879b2b98094c1e498c5c9e6ff23,2026-08-25T07:14:09-05:00,FIXED_480_DISTRIBUTED_PRESSURE_PATH_B,Pressure path register,HISTORICAL,e28513faf6bef0544bf7a629addb33ba5156c8fd2ef5beca95a310864e60804a,1292,Measured architecture non-pass; downstream fields remain not run/calculable.
LA-048,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-distributed\FINAL_COTS_ACCOUNTING.csv,FINAL_COTS_ACCOUNTING.csv,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-distributed,design/df8-final-distributed-pressure-convergence,7f5d06fdb83dc879b2b98094c1e498c5c9e6ff23,2026-08-25T07:14:09-05:00,FIXED_480_DISTRIBUTED_PRESSURE_PATH_B,Distributed branch COTS accounting,HISTORICAL,144268e1bf3e08298bc376904ebfbc12a7e45384385df46a197fccc213293be9,1730,Measured architecture non-pass; downstream fields remain not run/calculable.
LA-049,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-distributed\MEASURED_NON_PASS_PACKAGE_MANIFEST.json,MEASURED_NON_PASS_PACKAGE_MANIFEST.json,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-distributed,design/df8-final-distributed-pressure-convergence,7f5d06fdb83dc879b2b98094c1e498c5c9e6ff23,2026-08-25T07:14:09-05:00,FIXED_480_DISTRIBUTED_PRESSURE_PATH_B,Distributed measured non-pass manifest,HISTORICAL,7befe4e781cc42e96c8a51d9d73fb75a49154425412d815cf83ef47650b65c97,3533,Measured architecture non-pass; downstream fields remain not run/calculable.
LA-050,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-converged\PRESSURE_PACKAGING_480_SCREEN.md,PRESSURE_PACKAGING_480_SCREEN.md,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-converged,design/df8-final-converged-cots-forward-arm,17870c53e3ceecbab88e28d7ccad0ae7047f1db6,2026-08-24T21:17:40-05:00,FIXED_480_ARCH_C_WITH_SEPARATE_889_FALLBACK,Fixed-480 pressure packaging decision,HISTORICAL,8f9bb57d437d50351a3cbe3b71efc37224a4d753d30d01c459350ff810247cb5,3617,889 mm evidence is not a fixed-480 final geometry and remains uncommitted operator work.
LA-051,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-converged\DISTRIBUTED_SOURCE_480_SCREEN.md,DISTRIBUTED_SOURCE_480_SCREEN.md,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-converged,design/df8-final-converged-cots-forward-arm,17870c53e3ceecbab88e28d7ccad0ae7047f1db6,2026-08-24T21:17:40-05:00,FIXED_480_ARCH_C_WITH_SEPARATE_889_FALLBACK,Fixed-480 source-count screen,HISTORICAL,7a3a1aef2a0d8650b829d59f178eefab7531ae816f8088abc1a3a090c8547114,7965,889 mm evidence is not a fixed-480 final geometry and remains uncommitted operator work.
LA-052,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-converged\work\final_convergence\fallback_889_checkpoint\FALLBACK_889_VALIDATION_SUMMARY.json,FALLBACK_889_VALIDATION_SUMMARY.json,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-converged,design/df8-final-converged-cots-forward-arm,17870c53e3ceecbab88e28d7ccad0ae7047f1db6,2026-08-24T21:17:40-05:00,FIXED_480_ARCH_C_WITH_SEPARATE_889_FALLBACK,Untracked 889 mm fallback validation evidence,EVIDENCE HOLD,9ceffc1c7bb9d968f3723e1fd3d693094b262935df919a76d884784a84f28df3,5002,889 mm evidence is not a fixed-480 final geometry and remains uncommitted operator work.
LA-053,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-converged\work\final_convergence\fallback_889_checkpoint\FALLBACK_889_INSPECTION.zip,FALLBACK_889_INSPECTION.zip,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-final-converged,design/df8-final-converged-cots-forward-arm,17870c53e3ceecbab88e28d7ccad0ae7047f1db6,2026-08-24T21:17:40-05:00,FIXED_480_ARCH_C_WITH_SEPARATE_889_FALLBACK,Untracked 889 mm fallback ZIP,EVIDENCE HOLD,52b84958d7c13ae1c59930b862e23f875a083dad28f66df09ff8d25fab65d6d7,9303212,889 mm evidence is not a fixed-480 final geometry and remains uncommitted operator work.
LA-054,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-arch-c-forward-packed\work\arch_c_forward_packed\developmental_release\STINGRAY_I5S_DF8_ARCH_C_FORWARD_PACKED_STOWED_AP242.step,STINGRAY_I5S_DF8_ARCH_C_FORWARD_PACKED_STOWED_AP242.step,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-arch-c-forward-packed,build/arch-c-forward-packed,abe9d93d2dada6150daa9a652885c472a6a06464,2026-08-24T15:33:16-05:00,ARCH_C_FORWARD_PACKED_DEVELOPMENTAL,Architecture C STOWED AP242,HISTORICAL,3010ab96398a1e3fb713f4b95717ea38f2de854a5de72ee49935eea0db1dcf73,17384337,Interface/proxy CAD only; not vendor-exact or release acceptance.
LA-055,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-arch-c-forward-packed\work\arch_c_forward_packed\developmental_release\STINGRAY_I5S_DF8_ARCH_C_FORWARD_PACKED_DEPLOYED_AP242.step,STINGRAY_I5S_DF8_ARCH_C_FORWARD_PACKED_DEPLOYED_AP242.step,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-arch-c-forward-packed,build/arch-c-forward-packed,abe9d93d2dada6150daa9a652885c472a6a06464,2026-08-24T15:33:16-05:00,ARCH_C_FORWARD_PACKED_DEVELOPMENTAL,Architecture C DEPLOYED AP242,HISTORICAL,ee84555a3ccf944b84b2babd6609e85fe8277bf1648a554f96d77b323447c62c,19062683,Interface/proxy CAD only; not vendor-exact or release acceptance.
LA-056,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-arch-c-forward-packed\work\arch_c_forward_packed\developmental_release\ARCH_C_DEVELOPMENTAL_VALIDATION.md,ARCH_C_DEVELOPMENTAL_VALIDATION.md,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-24\stingray-i5-s-df8-arch-c-forward-packed,build/arch-c-forward-packed,abe9d93d2dada6150daa9a652885c472a6a06464,2026-08-24T15:33:16-05:00,ARCH_C_FORWARD_PACKED_DEVELOPMENTAL,Architecture C developmental validation,HISTORICAL,623100d87985084e67817e14af8dd6512f043f20e113a2d313424f1258b3b461,5018,Interface/proxy CAD only; not vendor-exact or release acceptance.
LA-057,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-state-parity-targeted-retrofit\work\targeted_cots_release\STINGRAY_I5S_DF8_TARGETED_COTS_STOWED_AP242.step,STINGRAY_I5S_DF8_TARGETED_COTS_STOWED_AP242.step,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-state-parity-targeted-retrofit,design/df8-targeted-cots-retrofit,584e673a8b0490bc0b6ec1e508d5fc3426f45f5b,2026-08-24T12:23:49-05:00,DF8_TARGETED_COTS_DEVELOPMENTAL,Targeted-COTS STOWED AP242,HISTORICAL,8d7d5c4930a4dad5b23d7ac4c2a66b0e2567106b5c5124ed1dd49735767ecb6d,19747630,Untracked rows are preserved in place and were not committed or altered.
LA-058,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-state-parity-targeted-retrofit\work\targeted_cots_release\STINGRAY_I5S_DF8_TARGETED_COTS_DEPLOYED_AP242.step,STINGRAY_I5S_DF8_TARGETED_COTS_DEPLOYED_AP242.step,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-state-parity-targeted-retrofit,design/df8-targeted-cots-retrofit,584e673a8b0490bc0b6ec1e508d5fc3426f45f5b,2026-08-24T12:23:49-05:00,DF8_TARGETED_COTS_DEVELOPMENTAL,Targeted-COTS DEPLOYED AP242,HISTORICAL,42fce19a5ba93d8d61fb760b0fde3c6320126b691d79a9f5f70f65ee525bf717,21411068,Untracked rows are preserved in place and were not committed or altered.
LA-059,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-state-parity-targeted-retrofit\work\targeted_cots_analysis\TARGETED_COTS_FINAL_BOM.csv,TARGETED_COTS_FINAL_BOM.csv,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-state-parity-targeted-retrofit,design/df8-targeted-cots-retrofit,584e673a8b0490bc0b6ec1e508d5fc3426f45f5b,2026-08-24T12:23:49-05:00,DF8_TARGETED_COTS_DEVELOPMENTAL,Targeted-COTS exact final BOM,HISTORICAL,3513d8588e99eb7d6a1412f167b956f3d2e2c489462b67a3d2dac03dc6b90486,32289,Untracked rows are preserved in place and were not committed or altered.
LA-060,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-state-parity-targeted-retrofit\work\targeted_cots_analysis\validation\VALIDATION_SUMMARY.json,VALIDATION_SUMMARY.json,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-state-parity-targeted-retrofit,design/df8-targeted-cots-retrofit,584e673a8b0490bc0b6ec1e508d5fc3426f45f5b,2026-08-24T12:23:49-05:00,DF8_TARGETED_COTS_DEVELOPMENTAL,Targeted-COTS validation summary,HISTORICAL,28355a92385ea8fc77e23ff61610e07af9590d898365d398a81ff562644a21cc,67906,Untracked rows are preserved in place and were not committed or altered.
LA-061,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-state-parity-targeted-retrofit\work\targeted_cots_analysis\validation\targeted_delta_pair_summary.json,targeted_delta_pair_summary.json,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-state-parity-targeted-retrofit,design/df8-targeted-cots-retrofit,584e673a8b0490bc0b6ec1e508d5fc3426f45f5b,2026-08-24T12:23:49-05:00,DF8_TARGETED_COTS_DEVELOPMENTAL,Targeted substitution exact-pair evidence,HISTORICAL,e5a61c853921313391131f861de5c503c6e30cbb4176b13a6f43f83444573f29,2419,Untracked rows are preserved in place and were not committed or altered.
LA-062,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-state-parity-targeted-retrofit\work\targeted_cots_analysis\validation\endpoint_pair_audit_stowed.csv.gz,endpoint_pair_audit_stowed.csv.gz,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-state-parity-targeted-retrofit,design/df8-targeted-cots-retrofit,584e673a8b0490bc0b6ec1e508d5fc3426f45f5b,2026-08-24T12:23:49-05:00,DF8_TARGETED_COTS_DEVELOPMENTAL,Untracked targeted endpoint evidence,EVIDENCE HOLD,b09621ee598e9b35234daac5e0e660e4d3323cde1967165f698117d5fade9770,1139948,Untracked rows are preserved in place and were not committed or altered.
LA-063,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-state-parity-targeted-retrofit\work\targeted_cots_analysis\validation\attachment_connectivity_stowed.csv,attachment_connectivity_stowed.csv,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-state-parity-targeted-retrofit,design/df8-targeted-cots-retrofit,584e673a8b0490bc0b6ec1e508d5fc3426f45f5b,2026-08-24T12:23:49-05:00,DF8_TARGETED_COTS_DEVELOPMENTAL,Untracked targeted connectivity evidence,EVIDENCE HOLD,54e01320759079c1cd1d354496e20bc78fc4a89daf2d4a37bc0fa63e5f837c6a,50257,Untracked rows are preserved in place and were not committed or altered.
LA-064,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-final-cad-semantic-cleanup\STINGRAY_I5S_DF8_FINAL_DETAIL_CORRECTION_INSPECTION.zip,STINGRAY_I5S_DF8_FINAL_DETAIL_CORRECTION_INSPECTION.zip,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-final-cad-semantic-cleanup,fix/final-cad-semantic-cleanup,8c594781e27b0597a71957082fb64f152cacfcd9,2026-08-23T21:29:29-05:00,DF8_R2_FINAL_DETAIL_CLEANUP,Final semantic/detail cleanup inspection ZIP,HISTORICAL,90658aed74142cab309f2c23f0ad5904a54afac4d3a8fd2df6820f97fe7406c5,9459865,Targeted cleanup PASS is not an 81-state release sweep.
LA-065,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-final-cad-semantic-cleanup\work\final_detail_inspection\STINGRAY_I5S_DF8_FINAL_STOWED_MASTER_AP242.step,STINGRAY_I5S_DF8_FINAL_STOWED_MASTER_AP242.step,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-final-cad-semantic-cleanup,fix/final-cad-semantic-cleanup,8c594781e27b0597a71957082fb64f152cacfcd9,2026-08-23T21:29:29-05:00,DF8_R2_FINAL_DETAIL_CLEANUP,Corrected R2 STOWED AP242,HISTORICAL,960c7ca5c25e5df230c2672358ba577c187f6eb0a1012f04b2020e5f956a608f,19775272,Targeted cleanup PASS is not an 81-state release sweep.
LA-066,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-final-cad-semantic-cleanup\work\final_detail_inspection\STINGRAY_I5S_DF8_FINAL_DEPLOYED_MASTER_AP242.step,STINGRAY_I5S_DF8_FINAL_DEPLOYED_MASTER_AP242.step,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-final-cad-semantic-cleanup,fix/final-cad-semantic-cleanup,8c594781e27b0597a71957082fb64f152cacfcd9,2026-08-23T21:29:29-05:00,DF8_R2_FINAL_DETAIL_CLEANUP,Corrected R2 DEPLOYED AP242,HISTORICAL,efc5f8bee8927adfeb1fedc644ffc6b1424309940d7dce21176435dd3f776c2e,21438710,Targeted cleanup PASS is not an 81-state release sweep.
LA-067,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-final-cad-semantic-cleanup\work\final_detail_inspection\VALIDATION_SUMMARY.md,VALIDATION_SUMMARY.md,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-final-cad-semantic-cleanup,fix/final-cad-semantic-cleanup,8c594781e27b0597a71957082fb64f152cacfcd9,2026-08-23T21:29:29-05:00,DF8_R2_FINAL_DETAIL_CLEANUP,Bounded detail-cleanup validation,HISTORICAL,fed2ea4123b622a80a49d66be6091b048b80c1943c4d43adaecc77c5d541e98e,2657,Targeted cleanup PASS is not an 81-state release sweep.
LA-068,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-final-cad-semantic-cleanup\work\final_detail_inspection\final_cad_name_map.csv,final_cad_name_map.csv,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-final-cad-semantic-cleanup,fix/final-cad-semantic-cleanup,8c594781e27b0597a71957082fb64f152cacfcd9,2026-08-23T21:29:29-05:00,DF8_R2_FINAL_DETAIL_CLEANUP,Creo-facing product-tree name map,HISTORICAL,d278fe6165f1a90bdd3d570763159b7b76dc85ebe9dff066538ba394391a83d6,33420,Targeted cleanup PASS is not an 81-state release sweep.
LA-069,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-state-parity\work\final_analysis\state_parity_provenance_audit\state_parity_provenance_summary.json,state_parity_provenance_summary.json,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-state-parity,audit/state-parity-provenance,61a58cbbccd0aae7a747b2a73046142cf1f44511,2026-08-23T12:36:47-05:00,DF8_R2_STATE_PARITY_REFERENCE,Resolved 279/279 parity summary,HISTORICAL,c7d29d9459e8ff1010348585a45edd4c0857d8447d12386a20d5cabb70e61699,4038,Strong provenance reference; geometrically superseded by later branches.
LA-070,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-state-parity\work\final_analysis\state_parity_provenance_audit\state_parity_provenance_register.csv,state_parity_provenance_register.csv,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-state-parity,audit/state-parity-provenance,61a58cbbccd0aae7a747b2a73046142cf1f44511,2026-08-23T12:36:47-05:00,DF8_R2_STATE_PARITY_REFERENCE,Occurrence-level parity/provenance register,HISTORICAL,4988072d98f9dae54c9129ad4ed190f95fb3249786d6e120057fcd243e6fcc2a,236681,Strong provenance reference; geometrically superseded by later branches.
LA-071,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-state-parity\work\final_analysis\state_parity_provenance_audit\state_parity.csv,state_parity.csv,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-state-parity,audit/state-parity-provenance,61a58cbbccd0aae7a747b2a73046142cf1f44511,2026-08-23T12:36:47-05:00,DF8_R2_STATE_PARITY_REFERENCE,STOWED/DEPLOYED state-parity table,HISTORICAL,fd9918b4efdf7c9d0c754b404a8b13ad3cadf57ad67fa088be048d814dadb8da,99828,Strong provenance reference; geometrically superseded by later branches.
LA-072,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-state-parity\work\final_release\STINGRAY_I5S_DF8_FINAL_STOWED_MASTER_AP242.step,STINGRAY_I5S_DF8_FINAL_STOWED_MASTER_AP242.step,C:\Users\ANDRE.ANDREWSPC\Documents\Codex\2026-08-23\stingray-i5-s-df8-state-parity,audit/state-parity-provenance,61a58cbbccd0aae7a747b2a73046142cf1f44511,2026-08-23T12:36:47-05:00,DF8_R2_STATE_PARITY_REFERENCE,Validated R2 reference STOWED AP242,HISTORICAL,1a81a08fc269a4cabef3ffc47be4340bd17d00b3676393c336cf32366400ba0a,16197459,Strong provenance reference; geometrically superseded by later branches.
