part_number,physical_title,state_definition,revision,description,material,finish,make_buy,manufacturer,cad_classification,mass_kg,volume_mm3,solid_count,face_count,bbox_mm,neutral_ap242_path,neutral_ap242_bytes,neutral_ap242_sha256,native_brep_path,native_brep_bytes,native_brep_sha256,four_view_render_path,four_view_render_bytes,four_view_render_sha256,installed_location_reference,installed_location_image,section_cutaway_status,release_status
DF8-R2-RECOVERY-PIN-006,6_MM_CAPTIVE_RECOVERY_TERMINAL_PIN_WITH_RETAINER_GROOVE_SS,STOWED,B,6 MM CAPTIVE RECOVERY TERMINAL PIN WITH RETAINER GROOVE,17-4PH stainless steel,ASTM A967 passivated; critical bearing surfaces ground,MAKE,STINGRAY custom,DRAWING_DERIVED,0.003134187821530512,404.4113318103886,1,9,"{""xmin"":-4.500000100000001,""xmax"":4.5000001,""ymin"":-1.5013987809963276,""ymax"":11.000932553997552,""zmin"":-4.501398780996327,""zmax"":4.501398780996327}",neutral_ap242/DF8-R2-RECOVERY-PIN-006__STOWED__LOCAL_AP242.step,19632,5ac8c461788c5a012b39e4b3d642529e96d39e6dea6c74569b93ddd135382d51,native_brep/DF8-R2-RECOVERY-PIN-006__STOWED__LOCAL_OCCT.brep,3986,f7924e87ca0e610c2b1169a6994a2e5cbe6db632238b1b788b5f0564814e1841,renders/DF8-R2-RECOVERY-PIN-006__STOWED__FOUR_VIEW.png,296889,7348a06f6922d4418b1bd8cfdc1bfc2a387ae3b7d7c1ae87d4bb5efbbe1741fe,RECOVERY-PIN-BODY-SHORT14 in Shortened_Aft_Body_External_Buoy_Assembly/Structural_Recovery_Tether_Assembly,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-R2-SHORT-LINK-001,19.950_MM_CENTER-DISTANCE_REAMED_SHORT_LINK_SS,STOWED,A,19.950 MM CENTER-DISTANCE REAMED SHORT LINK,17-4PH stainless steel,ASTM A967 passivated; critical bearing surfaces ground,MAKE,STINGRAY custom,DRAWING_DERIVED,0.0008587191047231816,110.80246512557181,1,38,"{""xmin"":-3.2004432319220606,""xmax"":23.150443231922058,""ymin"":-0.7509866264196146,""ymax"":0.7509866264196146,""zmin"":-3.200724276077182,""zmax"":3.2009866264196147}",neutral_ap242/DF8-R2-SHORT-LINK-001__STOWED__LOCAL_AP242.step,116991,5371c5715ab32a739afe2adb14366a63bf84398ea84abb52850b3187b602ddad,native_brep/DF8-R2-SHORT-LINK-001__STOWED__LOCAL_OCCT.brep,33396,516a0f476d4976d193d2937027bff27c3bc184a4195fbe79671553fd63d7dcda,renders/DF8-R2-SHORT-LINK-001__STOWED__FOUR_VIEW.png,142152,733199bb7c41de7ca542857f605fb1cefb87b69218f1513329d53fbd5d25ae85,LINK-1-1 in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_01 | LINK-1-2 in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_01 | LINK-2-1 in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_02 | LINK-2-2 in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_02 | LINK-3-1 in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_03 | LINK-3-2 in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_03,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-R2-STOW-DOG-001,CAPTIVE_RADIAL_STOWED-RETENTION_DOG_WITH_TRANSPORT-INHIBIT_BORE_SS,STOWED,B,CAPTIVE RADIAL STOWED-RETENTION DOG WITH TRANSPORT-INHIBIT BORE,17-4PH stainless steel,ASTM A967 passivated; critical bearing surfaces ground,MAKE,STINGRAY custom,DRAWING_DERIVED,0.0007049382892415685,90.95977925697657,1,7,"{""xmin"":-2.0000001000000007,""xmax"":2.0000001000000007,""ymin"":-2.200234407013925,""ymax"":2.200234407013925,""zmin"":-2.7500001000000007,""zmax"":2.7500001000000007}",neutral_ap242/DF8-R2-STOW-DOG-001__STOWED__LOCAL_AP242.step,21533,4c0eecef7fa0af7d2b827c4a2a9c33b8c8fc8e8a1a4cae0bd971a6e92ec753b2,native_brep/DF8-R2-STOW-DOG-001__STOWED__LOCAL_OCCT.brep,4290,215fe104e7d852e064e4a16af48f749c90cf4ee71ad9e674fd10e5fbe01f786d,renders/DF8-R2-STOW-DOG-001__STOWED__FOUR_VIEW.png,177802,6e024fa05abd7068d3aba8f105b3fec38ae4479739964f43c3bf9c468fc7ce53,STOW-DOG-1 in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_01 | STOW-DOG-2 in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_02 | STOW-DOG-3 in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_03,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-R2-STOW-DOG-INHIBIT-KEEPER-001,CAPTIVE_CRESCENT_RETAINER_FOR_TRANSPORT-INHIBIT_PIN_SS,STOWED,A,CAPTIVE CRESCENT RETAINER FOR TRANSPORT-INHIBIT PIN,1.4310 stainless spring steel,ASTM A967 passivated; rope-contact and seal surfaces polished per drawing,MAKE,STINGRAY custom,DRAWING_DERIVED,3.948942128413097e-06,0.5030499526640888,1,10,"{""xmin"":-0.8000431659601526,""xmax"":0.7601836775213687,""ymin"":-0.17547565183290728,""ymax"":0.17547565183290723,""zmin"":-0.8002413100644605,""zmax"":0.8002494698428355}",neutral_ap242/DF8-R2-STOW-DOG-INHIBIT-KEEPER-001__STOWED__LOCAL_AP242.step,34409,107c7c3d7844949a5b9122892f011930888ca7183e920fb50cb087582f69d93a,native_brep/DF8-R2-STOW-DOG-INHIBIT-KEEPER-001__STOWED__LOCAL_OCCT.brep,8608,7ee9aaac02e09945aa51de20dfd4341ad9889c02dcdfbdf5bee3fd7854b871fb,renders/DF8-R2-STOW-DOG-INHIBIT-KEEPER-001__STOWED__FOUR_VIEW.png,252894,fafad8c2fc040cdf9335215246cf2c7cbdc6e6fec514613ba2251da3947177a9,STOW-DOG-INHIBIT-KEEPER-1 in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_01 | STOW-DOG-INHIBIT-KEEPER-2 in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_02 | STOW-DOG-INHIBIT-KEEPER-3 in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_03,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-R2-STOW-DOG-INHIBIT-PIN-001,WITHDRAWABLE_HEADED_TRANSPORT-INHIBIT_PIN_SS,STOWED,A,WITHDRAWABLE HEADED TRANSPORT-INHIBIT PIN,17-4PH stainless steel,ASTM A967 passivated; critical bearing surfaces ground,MAKE,STINGRAY custom,DRAWING_DERIVED,5.93375184680702e-05,7.6564539958800255,1,9,"{""xmin"":-0.8000001000000003,""xmax"":0.8000001000000002,""ymin"":-0.6002487543993471,""ymax"":6.00025392995068,""zmin"":-0.8002487543993472,""zmax"":0.8002487543993472}",neutral_ap242/DF8-R2-STOW-DOG-INHIBIT-PIN-001__STOWED__LOCAL_AP242.step,19570,2d3e5bc08599c053d33acb3b933c0038606adea34a4df88c1de14bae6e9b6a35,native_brep/DF8-R2-STOW-DOG-INHIBIT-PIN-001__STOWED__LOCAL_OCCT.brep,4424,e121d205daa89ff6d19dc1bb1798685d2d9981746bfe72a0681b30c79788dd73,renders/DF8-R2-STOW-DOG-INHIBIT-PIN-001__STOWED__FOUR_VIEW.png,194893,a9cf15e8f088295719a41c62db58e0cff35c95fd4f6fc46aea6d66839c2c5798,STOW-DOG-INHIBIT-PIN-1 in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_01 | STOW-DOG-INHIBIT-PIN-2 in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_02 | STOW-DOG-INHIBIT-PIN-3 in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_03,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-R2-STOW-DOG-RETURN-SPRING-001,CAPTIVE_STOW-DOG_RADIAL_RETURN_SPRING_SS,STOWED,A,CAPTIVE STOW-DOG RADIAL RETURN SPRING,1.4310 stainless spring steel,ASTM A967 passivated; rope-contact and seal surfaces polished per drawing,MAKE,STINGRAY custom,DRAWING_DERIVED,3.195904507999331e-07,0.0407121593375711,1,3,"{""xmin"":-0.6120407107673459,""xmax"":0.6120407107855946,""ymin"":-0.6115840590133694,""ymax"":0.6120323935001789,""zmin"":-0.006859765342039404,""zmax"":3.7912713424219726}",neutral_ap242/DF8-R2-STOW-DOG-RETURN-SPRING-001__STOWED__LOCAL_AP242.step,25551,206f8cee0bd1ed5346d246f8f4ce2a7bd7783db3182de1b7ea4ac093008112d6,native_brep/DF8-R2-STOW-DOG-RETURN-SPRING-001__STOWED__LOCAL_OCCT.brep,12684,e4354d72c413e8f7c05dc1d8f65848768068a2a2786e2d1485ec50268d0fa9a9,renders/DF8-R2-STOW-DOG-RETURN-SPRING-001__STOWED__FOUR_VIEW.png,119692,bbeac828d95cf60cc882e0d1e68760257b4d043e9e54f267d51d015f4415079d,STOW-DOG-SPRING-1 in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_01 | STOW-DOG-SPRING-2 in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_02 | STOW-DOG-SPRING-3 in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_03,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-R2-STOW-DOG-RETURN-SPRING-001,CAPTIVE_STOW-DOG_RADIAL_RETURN_SPRING_SS,DEPLOYED,A,CAPTIVE STOW-DOG RADIAL RETURN SPRING,1.4310 stainless spring steel,ASTM A967 passivated; rope-contact and seal surfaces polished per drawing,MAKE,STINGRAY custom,DRAWING_DERIVED,3.19590502277079e-07,0.04071216589516931,1,3,"{""xmin"":-0.6117641948208297,""xmax"":0.6117641948204849,""ymin"":-0.6114639063753669,""ymax"":0.6117679826107516,""zmin"":-0.00991580226629225,""zmax"":0.2909950044494056}",neutral_ap242/DF8-R2-STOW-DOG-RETURN-SPRING-001__DEPLOYED__LOCAL_AP242.step,25612,71c4e6b567d1c7e5621a2a3a897ef0679d2bbddbc0cf4a7eaf825da4afdc7f3b,native_brep/DF8-R2-STOW-DOG-RETURN-SPRING-001__DEPLOYED__LOCAL_OCCT.brep,13266,ebbdfe1de65e803f292ea29adebde305877ab2a0971dfea2bad3489b3fcdf740,renders/DF8-R2-STOW-DOG-RETURN-SPRING-001__DEPLOYED__FOUR_VIEW.png,189104,953809c57ec4bbfb32ce2097ddb08607796735327cde1402f6e607b95f259553,STOW-DOG-SPRING-1 in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_01 | STOW-DOG-SPRING-2 in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_02 | STOW-DOG-SPRING-3 in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_03,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-R2-TETHER-THIMBLE-001,AMSTEEL_EYE-SPLICE_THIMBLE_SS,STOWED,A,AMSTEEL EYE-SPLICE THIMBLE,316 stainless steel,ASTM A967 passivated; rope-contact and seal surfaces polished per drawing,MAKE,STINGRAY custom,DRAWING_DERIVED,0.0028967149754297837,362.089371928723,1,12,"{""xmin"":-8.002051400212778,""xmax"":7.634348255665054,""ymin"":-2.002452668388959,""ymax"":2.002452668388953,""zmin"":-8.00097918278409,""zmax"":8.002834644329473}",neutral_ap242/DF8-R2-TETHER-THIMBLE-001__STOWED__LOCAL_AP242.step,69107,163a6622a5c5a6e83b21af53e4302f1a1640073e76575daf7a22c285056d8461,native_brep/DF8-R2-TETHER-THIMBLE-001__STOWED__LOCAL_OCCT.brep,31140,bdc1d27c561ae5360ad37f0d31fd7b7e7bdfdc62467e9e8532c35047510d895d,renders/DF8-R2-TETHER-THIMBLE-001__STOWED__FOUR_VIEW.png,339631,5ee041b9f3a7f4f5dc459505a29874030273b949a34e7922a08c6e26971d7d7f,TETHER-THIMBLE-BODY-SHORT14 in Shortened_Aft_Body_External_Buoy_Assembly/Structural_Recovery_Tether_Assembly | TETHER-THIMBLE-BUOY-SHORT14 in Shortened_Aft_Body_External_Buoy_Assembly/Structural_Recovery_Tether_Assembly,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-AFT-CAP-001,SHORTENED_BODY_AFT_CAP_WITH_TETHER_SERVICE_PASSAGE_TI,STOWED,A,SHORTENED BODY AFT CAP WITH TETHER SERVICE PASSAGE,Ti-6Al-4V,ASTM B600 clean/passivate; drawing-controlled surface finish,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.03852351979077313,8696.054128842692,1,4,"{""xmin"":-26.508236776978375,""xmax"":26.508236776978375,""ymin"":-26.500000100000012,""ymax"":26.500000100000005,""zmin"":-0.008236776978375103,""zmax"":4.008236776978375}",neutral_ap242/DF8-SHORT14-AFT-CAP-001__STOWED__LOCAL_AP242.step,11629,d0381382f7c36b221a3ed5c5e670f44b485a9f29314b01324990e208c7ad2a2a,native_brep/DF8-SHORT14-AFT-CAP-001__STOWED__LOCAL_OCCT.brep,2109,7fc1eb0741e937b2eb64cd90f0e2b9e5b9f5379026769143c28ffcf8e1c6886c,renders/DF8-SHORT14-AFT-CAP-001__STOWED__FOUR_VIEW.png,254846,7a17492f7bfe9eb0e75d7411d5762442275b76a9dff515c60a6ae7e75bccb687,AFT-CLOSURE-CAP in Shortened_Aft_Body_External_Buoy_Assembly/Shortened_Aft_Structure_Assembly,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-AFT-CLOSURE-RING-001,AFT_STRUCTURAL_CLOSURE_RING_TI,STOWED,A,AFT STRUCTURAL CLOSURE RING,Ti-6Al-4V,ASTM B600 clean/passivate; drawing-controlled surface finish,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.03107333460038692,7014.296749523007,1,4,"{""xmin"":-25.307863795379355,""xmax"":25.307863795379355,""ymin"":-25.300000100000013,""ymax"":25.300000100000005,""zmin"":-4.007863795379353,""zmax"":4.007863795379353}",neutral_ap242/DF8-SHORT14-AFT-CLOSURE-RING-001__STOWED__LOCAL_AP242.step,11504,5ef7c9c6dfe17c26c888b8e42ba6ea26086f6ec13d7b92288e0080e304228eaa,native_brep/DF8-SHORT14-AFT-CLOSURE-RING-001__STOWED__LOCAL_OCCT.brep,2631,4b417dac67187e54d32e46a6a5c70dae003abdfbb441a44ef77eca4f24828fd0,renders/DF8-SHORT14-AFT-CLOSURE-RING-001__STOWED__FOUR_VIEW.png,215006,9d422f8ab38bb88ba162138410133ef0ec532b2a676ee825140b8d7908350faf,AFT-CLOSURE-RING in Shortened_Aft_Body_External_Buoy_Assembly/Shortened_Aft_Structure_Assembly,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-AFT-LONGERON-AFT-001,AFT_PRIMARY_LOAD-PATH_LONGERON_AFT_TI,STOWED,A,AFT PRIMARY LOAD-PATH LONGERON AFT,Ti-6Al-4V,ASTM B600 clean/passivate; drawing-controlled surface finish,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.0014266960518677578,322.053284845995,1,8,"{""xmin"":22.955908246804693,""xmax"":25.351313909929154,""ymin"":-1.5488943871377725,""ymax"":1.5488943871377694,""zmin"":-0.0013139099291507202,""zmax"":46.40131390992924}",neutral_ap242/DF8-SHORT14-AFT-LONGERON-AFT-001__STOWED__LOCAL_AP242.step,27414,221977fc5ed8e44a810b78ec488e6df0429fab5aaef694999d4703b6efe5418e,native_brep/DF8-SHORT14-AFT-LONGERON-AFT-001__STOWED__LOCAL_OCCT.brep,11790,d6967f8f258a26fe8854e788c895fed6d6ac1cb339d48bca86d999b418b35399,renders/DF8-SHORT14-AFT-LONGERON-AFT-001__STOWED__FOUR_VIEW.png,73657,f814dfa8c70535467ebd45e817f59621fce758d05ff82b8b50c000f3d271da45,AFT-LONGERON-AFT-1 in Shortened_Aft_Body_External_Buoy_Assembly/Shortened_Aft_Structure_Assembly | AFT-LONGERON-AFT-2 in Shortened_Aft_Body_External_Buoy_Assembly/Shortened_Aft_Structure_Assembly | AFT-LONGERON-AFT-3 in Shortened_Aft_Body_External_Buoy_Assembly/Shortened_Aft_Structure_Assembly,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-AFT-LONGERON-FWD-001,AFT_PRIMARY_LOAD-PATH_LONGERON_FWD_TI,STOWED,A,AFT PRIMARY LOAD-PATH LONGERON FWD,Ti-6Al-4V,ASTM B600 clean/passivate; drawing-controlled surface finish,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.02667675634914794,6021.841162335878,1,8,"{""xmin"":22.955908246804693,""xmax"":25.351313909929154,""ymin"":-1.5488943871377725,""ymax"":1.5488943871377694,""zmin"":-0.0013139099291507202,""zmax"":867.6013139099292}",neutral_ap242/DF8-SHORT14-AFT-LONGERON-FWD-001__STOWED__LOCAL_AP242.step,27451,097c73e0af270238118c6df37587b3bffa261c04e55447823c4a9e6cf33460f7,native_brep/DF8-SHORT14-AFT-LONGERON-FWD-001__STOWED__LOCAL_OCCT.brep,11450,e31a800c584c414964f9a0b0871e59e90918ffa63f0860de4f83f8cd28001bec,renders/DF8-SHORT14-AFT-LONGERON-FWD-001__STOWED__FOUR_VIEW.png,51177,e962ea3bbd05a633c13611398d94ce9d50bb254c9a9940fd38d9fd1390b489a6,AFT-LONGERON-FWD-1 in Shortened_Aft_Body_External_Buoy_Assembly/Shortened_Aft_Structure_Assembly | AFT-LONGERON-FWD-2 in Shortened_Aft_Body_External_Buoy_Assembly/Shortened_Aft_Structure_Assembly | AFT-LONGERON-FWD-3 in Shortened_Aft_Body_External_Buoy_Assembly/Shortened_Aft_Structure_Assembly,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-AFT-SHELL-CLOSURE-001,SHORTENED_AFT_GRADE-9_TITANIUM_SHELL_CLOSURE_SEGMENT_TI,STOWED,A,SHORTENED AFT GRADE-9 TITANIUM SHELL CLOSURE SEGMENT,Ti-3Al-2.5V Grade 9,ASTM B600 clean/passivate; drawing-controlled shell finish,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.03782690138875042,8443.504774274646,1,5,"{""xmin"":-26.509589967883617,""xmax"":26.509589967883617,""ymin"":-26.509015655564134,""ymax"":26.509015655564138,""zmin"":-0.009589967883615906,""zmax"":46.409589967883704}",neutral_ap242/DF8-SHORT14-AFT-SHELL-CLOSURE-001__STOWED__LOCAL_AP242.step,67607,59928d28c43579e4f74ee42a948ed0b1a50f7e51c890a6285375fbb169470907,native_brep/DF8-SHORT14-AFT-SHELL-CLOSURE-001__STOWED__LOCAL_OCCT.brep,46279,a12e4d4c64a00d39778c57e64010b5c57fae25bcd9e3932daf1bbf8c11cf45a4,renders/DF8-SHORT14-AFT-SHELL-CLOSURE-001__STOWED__FOUR_VIEW.png,259835,0c59f25b557c5e436b1f0f1aebb6ad836226ecb93161b838f455beacb5a91066,SHORT-AFT-SHELL-AFT in Shortened_Aft_Body_External_Buoy_Assembly/Shortened_Aft_Structure_Assembly,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-AFT-SHELL-FORWARD-001,SHORTENED_AFT_GRADE-9_TITANIUM_SHELL_FORWARD_SEGMENT_TI,STOWED,A,SHORTENED AFT GRADE-9 TITANIUM SHELL FORWARD SEGMENT,Ti-3Al-2.5V Grade 9,ASTM B600 clean/passivate; drawing-controlled shell finish,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.7273446071334247,162353.70694942516,1,5,"{""xmin"":-26.508236776978368,""xmax"":26.508236776978368,""ymin"":-26.501657193310113,""ymax"":26.50165719331011,""zmin"":-0.008236776978367439,""zmax"":867.6082367769784}",neutral_ap242/DF8-SHORT14-AFT-SHELL-FORWARD-001__STOWED__LOCAL_AP242.step,51966,3b4ffdf39829f2fe29755d8c47cc4c389f8cb7875d4909e8611cf0ef2a1262ff,native_brep/DF8-SHORT14-AFT-SHELL-FORWARD-001__STOWED__LOCAL_OCCT.brep,26082,94aa658cea02f5f078a5fb15ff9999621943709c8733371374996386cc7959c2,renders/DF8-SHORT14-AFT-SHELL-FORWARD-001__STOWED__FOUR_VIEW.png,77779,eb6879428bdfb70a7054496798e3bba5752b041a2b653c7c7364c0742914cc3c,SHORT-AFT-SHELL-FWD in Shortened_Aft_Body_External_Buoy_Assembly/Shortened_Aft_Structure_Assembly,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-ARM-BLADE-001,378.206_MM_PIVOT-TO-TIP_SHORTENED_ARM_BLADE_WITH_CONTROLLED_ROUNDED_TIP_TI,STOWED,A,378.206 MM PIVOT-TO-TIP SHORTENED ARM BLADE WITH CONTROLLED ROUNDED TIP,Ti-6Al-4V,ASTM B600 clean/passivate; drawing-controlled surface finish,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.06444988175252296,14548.506038944235,1,199,"{""xmin"":-6.202070799611044,""xmax"":10.202506356954853,""ymin"":-6.869798704268917,""ymax"":6.869798704268917,""zmin"":-10.100784053299144,""zmax"":378.2127970273649}",neutral_ap242/DF8-SHORT14-ARM-BLADE-001__STOWED__LOCAL_AP242.step,1322948,9d787ee9205bb586bbc8213bb1b204a5fd9c23c7bdba88bbc26be75756adf2f1,native_brep/DF8-SHORT14-ARM-BLADE-001__STOWED__LOCAL_OCCT.brep,623319,6908af2cb3cecbb9414c63a90a9d371f370641683e14b41bf0da2d889e23d230,renders/DF8-SHORT14-ARM-BLADE-001__STOWED__FOUR_VIEW.png,71264,3b9e0e31df50bbd6d3959a1a519f1893d73ee181b14668e4c31e773ab0dc89c7,ARM-1 in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_01 | ARM-2 in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_02 | ARM-3 in Arm_Activation_Powertrain_Assembly/Arm_Deployment_Assembly_03,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
DF8-SHORT14-ARM-LONGERON-001,SHORTENED_PRIMARY_ARM-MODULE_LONGERON_TI,STOWED,A,SHORTENED PRIMARY ARM-MODULE LONGERON,Ti-6Al-4V,ASTM B600 clean/passivate; drawing-controlled surface finish,MAKE,STINGRAY custom,EXACT_ANALYTIC,0.02557947017485575,5774.146766333127,1,6,"{""xmin"":22.209780182590535,""xmax"":24.200000100000004,""ymin"":-6.270274559907277,""ymax"":6.270274559907277,""zmin"":-0.006853668426276269,""zmax"":389.40685366842627}",neutral_ap242/DF8-SHORT14-ARM-LONGERON-001__STOWED__LOCAL_AP242.step,21745,fb8ffaf1ccbe746c43ac0fb07f00ded40b64e6164146b65b98895720c41afd39,native_brep/DF8-SHORT14-ARM-LONGERON-001__STOWED__LOCAL_OCCT.brep,10145,a4fced907427378794fc6caa3833c8af0e0ab61d75d1f6bc449c117b505b7db2,renders/DF8-SHORT14-ARM-LONGERON-001__STOWED__FOUR_VIEW.png,60652,f6805ab8677149d70ee2486e5cd29b33f41523bf9ecdcb4249b371dcf1848a95,ARM-LONGERON-1 in Arm_Activation_Powertrain_Assembly | ARM-LONGERON-2 in Arm_Activation_Powertrain_Assembly,NOT GENERATED - REGISTERED BY OCCURRENCE/BBOX; SYSTEM VIEWS PROVIDED,NOT PROVIDED - RELEASE DRAWING/ANALYSIS RELEVANCE NOT ESTABLISHED,DEVELOPMENTAL PART DEFINITION - NOT RELEASED FOR FABRICATION OR PROCUREMENT
